,Model22,Model51,Model57,Model66,Model156,Model178,Model217,Model222,Model316,Model378,Model404,Model424,Model488,Model500,Model617,Model631,tr
11480,0.893826962,0.508970201,0.646289825,0.513381243,0.908287704,0.620164633,0.770119607,0.991256475,0.925641358,0.782840908,0.849053502,0.941298544,0.98787421,0.504490376,0.450324118,0.853842378,1
11486,0.999924898,0.968271077,0.933722436,0.000778816,0.997341931,0.979495823,0.99684453,0.985527635,0.425063431,0.998515427,0.999310613,0.99841845,0.9930951,0.966690779,0.986048937,0.939092398,1
11490,0.378786564,0.213713065,0.906518161,9.58E-08,0.648516238,0.192120358,0.136109203,0.827601433,0.335619122,1,0.156217873,0.184540629,0.95195055,0.799187064,0.199775487,0.830808759,1
11492,0.996007502,0.995299101,0.468406409,0.000538465,0.997697532,0.355174989,0.995042086,0.997413456,0.99963367,0.999780953,0.999780238,0.201511502,0.999917626,0.903438568,0.997987151,0.754487157,1
11495,0.99960953,0.850395322,0.470139295,9.93E-05,0.715875149,0.381860137,0.968685925,0.998034894,0.983639002,1,0.994160295,0.94811064,0.999972939,0.623546839,0.665838718,0.720879972,1
11496,0.999788105,0.993187666,0.948203564,6.91E-07,0.99093014,0.996692657,0.998778641,0.997706532,0.999836564,0.999999285,0.994617164,0.950918555,0.996242762,0.97068733,0.997258902,0.964803338,1
11497,0.962803364,0.523443758,0.9417485,0.000297098,0.992974162,0.505399942,0.136109456,0.998605669,0.927713394,0.985083103,0.996853292,0.999853253,0.489505708,0.933940709,0.996416807,0.799248934,1
11499,0.9712497,0.99508971,0.95879209,8.53E-05,0.978109658,0.994220138,0.993233502,0.807239473,0.831265688,0.9999789,0.978737891,0.999269903,0.998568892,0.97358638,0.915903568,0.885768354,1
11507,0.999880314,0.996462643,0.966262281,6.13E-05,0.999996305,0.998419523,0.999904513,0.999116361,0.999980569,0.999999285,0.999934435,0.999618649,0.99993372,0.987476885,0.999572098,0.982359231,1
11509,0.998385906,0.999770582,0.955972731,0.005314997,0.999704778,0.999867439,0.999997616,0.999991179,1,1,0.999949932,1,0.999997735,0.985085487,0.999999642,0.902621925,1
11518,0.994354486,0.265371859,0.657652438,0.000880837,0.657934904,0.611059248,0.89305979,0.592331111,0.961059511,0.963474929,0.84430486,0.184541136,0.913489103,0.719516575,0.732845843,0.775899529,1
11534,0.999543846,0.734202206,0.850807667,9.38E-05,0.702804208,0.724078596,0.961956859,0.980693638,0.99881053,0.967074692,0.997769237,0.999274313,0.988971293,0.865653992,0.856007218,0.857364178,1
11535,0.999727428,0.311279178,0.481919438,4.90E-05,0.706523359,0.168951228,0.173567861,0.688013852,0.403730631,0.577575564,0.994319797,0.184541136,0.179461583,0.421527922,0.199786961,0.605228126,0
11536,0.995836258,0.999205649,0.804761767,0.001589516,0.99955231,0.998450637,0.999997377,0.999996543,0.999995708,1,0.999955177,0.999391794,0.99995923,0.990414619,0.998779237,0.986352444,1
11537,0.259904474,0.779466689,0.908517659,0.083138876,0.999947667,0.646360338,0.184021086,0.674258173,0.964557588,0.790225446,0.916450441,0.701269627,0.754031003,0.947740555,0.908100188,0.847761989,1
11545,0.995348036,0.130825743,0.792858243,9.87E-07,0.94661665,0.169006377,0.136112675,0.995020509,0.960399568,0.999997139,0.985478044,0.935324848,0.960898697,0.773811996,0.626200736,0.893721342,1
11554,0.995117784,0.379834533,0.955434084,0.000137764,0.997840643,0.273218513,0.140773475,0.926979065,0.982103765,0.999999642,0.156221196,0.999885201,0.943467379,0.944992304,0.999966145,0.808345914,1
11558,0.153109193,0.883792758,0.72590822,0.002371242,0.989079893,0.956370533,0.186526865,0.311179996,0.994148135,0.993548214,0.988167584,0.83459568,0.967217982,0.865674973,0.723655164,0.517211795,1
11560,0.999058545,0.995207846,0.982370973,3.79E-07,0.999996305,0.99725312,0.99997592,0.995019317,0.999951482,0.999861121,0.999998927,0.999815762,0.999716103,0.995322287,0.999014616,0.973415434,1
11569,0.999998927,0.440314889,0.928045809,0.00512396,0.872651458,0.325689286,0.463361353,0.998115897,0.999635339,0.999996781,0.999671817,0.999974847,0.979611039,0.926101387,0.677412391,0.92157501,1
11581,0.991747975,0.876614928,0.659796536,0.001625481,0.917714596,0.924618542,0.995995879,0.931470573,0.995528162,0.992767334,0.998937666,0.998715043,0.999629021,0.925515652,0.985603809,0.779354453,0
11584,0.99999845,0.852801085,0.803609133,3.50E-05,0.977887809,0.99801898,0.993990421,0.961200476,0.999436796,0.999881029,0.999710023,0.999474108,0.997065842,0.874595106,0.979826152,0.927281559,1
11587,1,0.991290092,0.901462018,9.64E-06,0.997817039,0.999439299,0.998865366,0.99996984,1,1,0.99999702,0.999996543,0.999997973,0.973168373,0.9982692,0.985809624,1
11608,0.287121624,0.987058938,0.869778991,0.045656722,0.961105227,0.216128558,0.339169413,0.999884725,0.999177396,1,0.314569116,0.999182045,0.929491401,0.798005044,0.981245279,0.634854496,1
11612,1,0.996571302,0.968881845,0.000150213,0.172690913,0.999893904,0.999736726,0.999996781,0.999985218,1,0.999450743,0.99203378,0.999994159,0.959644198,0.992502809,0.989564657,1
11613,0.999946475,0.997537136,0.815078199,0.003478887,0.755584657,0.94705385,0.997291744,0.96080929,0.99979037,0.874052346,0.999982357,0.998732269,0.998059809,0.93494916,0.990180254,0.84651053,1
11615,0.999955177,0.476942569,0.650386095,0.06800466,0.856975257,0.932100296,0.997753084,0.934453726,0.953380048,0.999822438,0.848859072,0.494355589,0.815637589,0.796288311,0.939346254,0.537206769,1
11643,0.979501903,0.996192694,0.849377275,0.032169271,0.997883499,0.99457413,0.995236635,0.999063671,0.999809563,1,0.999897718,0.999290705,0.999989629,0.979113638,0.999602616,0.925567687,1
11654,0.714517295,0.996740401,0.920883715,2.25E-06,0.999999881,0.621524572,0.998363435,0.974465668,0.999569595,0.999743998,0.994644403,0.998950601,0.896836638,0.929034054,0.998308301,0.942731321,1
11671,0.997905493,0.992859125,0.85525912,0.000120759,0.999987721,0.976025581,0.99951601,0.999965429,0.999876857,0.999999046,0.999998093,0.994345725,0.999999404,0.948639035,0.999988198,0.959032774,1
11785,0.999999881,0.999947906,0.931540847,0.617626488,0.995155573,0.412490904,0.999999881,0.999965549,0.999659538,0.677771449,0.999999881,0.999978662,0.999670625,0.978206515,0.99969542,0.961686015,1
11806,0.999031782,0.996980011,0.982102633,0.187913239,0.99963522,0.999280393,0.99999094,0.999495149,0.999931574,0.999998212,0.999999642,0.998611331,0.999966145,0.994037628,0.999346316,0.98099947,1
11841,0.99964273,0.996264398,0.949601412,0.001867267,0.999921918,0.93576479,0.99890101,0.999995112,0.99874264,1,0.999956965,1,0.999799669,0.897919655,0.997198701,0.7465536,0
11843,1,0.994741201,0.891928792,0.771442056,0.999726593,0.998950481,0.999994755,0.996329367,0.999999642,1,0.994055152,0.999988437,0.999998569,0.945710242,0.999904156,0.966183484,1
11856,0.656638145,0.095969237,0.882488549,0.017419927,0.957721293,0.760837436,0.15933466,0.633844137,0.65322721,0.961241782,0.522942007,0.427615404,0.179476216,0.8912673,0.447779924,0.567825735,1
11892,0.999974489,0.527042031,0.523438632,0.002852451,0.93448925,0.168990031,0.992010772,0.52679646,0.502503872,0.999803364,0.993821204,0.184541136,0.179458454,0.549538553,0.585711658,0.65111202,1
11893,0.891165435,0.557998538,0.692407787,0.000441263,0.734410524,0.853748798,0.973508537,0.834809959,0.880717695,0.997074962,0.994731665,0.796870708,0.895922005,0.710505247,0.941250384,0.677025974,1
11898,0.980062306,0.834134519,0.959453225,0.00568435,0.999403596,0.94655031,0.987969279,0.729413271,0.816469669,0.946044207,0.999261796,0.910823882,0.748421848,0.96154952,0.981474996,0.924229801,1
11904,0.922750354,0.080345199,0.482468098,0.002591751,0.713946342,0.795823336,0.365169615,0.259741247,0.832694352,0.999978781,0.997638702,0.743621111,0.218657807,0.616840839,0.19979167,0.618539572,1
11909,0.985259175,0.86691916,0.894476473,0.000793658,0.996240616,0.982378423,0.798717558,0.772266686,0.981949389,0.998735845,0.9968189,0.911048532,0.877979875,0.963187695,0.998054743,0.935366809,1
11930,0.999999642,0.995079994,0.931765437,0.024164408,0.992479444,0.999887347,0.999831676,0.99812001,0.999999523,0.997781694,0.999999762,0.999997377,0.999212384,0.968214333,0.999857545,0.928100049,1
11942,0.237112105,0.845800936,0.848876178,0.314078063,0.990111172,0.964956045,0.879659057,0.994110405,0.650203407,0.678797662,0.989715159,0.999194562,0.990469933,0.892951012,0.874465108,0.74724853,1
11985,0.998817503,0.874445498,0.562017858,0.008924997,0.979405046,0.844627261,0.944642007,0.609624565,0.937107325,0.99955374,0.986834943,0.874911964,0.999129593,0.893266797,0.904206514,0.848832488,1
11986,0.989872575,0.974164248,0.944381654,0.00016484,0.978639483,0.256492585,0.990313947,0.945486665,0.729723334,1,0.999726117,0.928289294,0.999771774,0.96445328,0.928374767,0.869768262,1
11990,0.998706102,0.986531794,0.876806319,0.000332862,0.996562779,0.998320997,0.996274114,0.989379704,0.998919129,0.999999881,0.934222102,0.992554367,0.999438941,0.975217998,0.993253052,0.920566022,1
12000,0.99490118,0.731850863,0.751749277,4.64E-05,0.640457451,0.943554401,0.952202737,0.999656439,0.999777734,0.999999881,0.921013355,0.973066092,0.984681249,0.906828582,0.993625402,0.861710787,1
12004,0.968459129,0.945178092,0.910018623,3.76E-06,0.999205291,0.680912018,0.934680939,0.650282621,0.973304212,0.999997735,0.99018085,0.989959598,0.96324259,0.937362731,0.979423583,0.875281811,1
12009,0.957072973,0.999655128,0.992452323,2.53E-06,0.999999881,0.999992609,0.999989033,0.999666929,1,0.999997258,0.999696374,0.999999881,0.999657631,0.99869746,0.999978781,0.99754262,0
12017,0.986875653,0.564202368,0.523257196,0.000306683,0.786113322,0.480618864,0.996566772,0.935541511,0.947566271,0.999997616,0.994058967,0.617774069,0.977944314,0.776733696,0.788111925,0.56645751,1
12026,0.998950958,0.939206123,0.901325762,0.00103567,0.997746766,0.94091922,0.996743679,0.996166348,0.960527122,0.999995589,0.999960899,0.999632597,0.999720037,0.948307633,0.894973516,0.737708569,1
12028,0.999944806,0.999841213,0.968013883,3.43E-05,0.999989271,0.999960303,0.999822319,0.999999881,1,1,1,1,0.999999881,0.958806336,0.999999523,0.970366299,1
12034,0.7806198,0.62865448,0.853409648,0.00039288,0.982576489,0.992763698,0.3674196,0.755117059,0.999420643,0.999990582,0.979643524,0.963836789,0.894252956,0.950670242,0.987967432,0.921269953,1
12037,0.966492295,0.908555448,0.758247614,0.000162402,0.964490712,0.948454082,0.966762543,0.925667107,0.990338981,0.99998045,0.995170414,0.986835182,0.983738899,0.845260918,0.982652664,0.848989129,1
12042,0.999832392,0.855720699,0.721804857,0.000133442,0.992418528,0.948900282,0.982952356,0.827270269,0.990537763,0.99999547,0.986262083,0.989639163,0.996726155,0.487571299,0.760915637,0.747099578,1
12043,0.999449074,0.997948825,0.961472273,0.001741886,0.992393136,0.997288227,0.999054015,0.985913336,0.999552071,0.99999845,0.988372624,0.999085546,0.999963999,0.978617787,0.978732288,0.909072638,1
12046,0.999999881,0.999718249,0.982234895,0.000200943,0.999997735,0.999981165,0.99999702,0.999890566,0.999922395,1,0.999848962,0.999963641,1,0.963878572,0.998362362,0.951405048,0
12053,0.999999404,0.999676347,0.982662559,0.000916907,0.999984384,0.999995947,0.999816835,1,1,1,1,1,0.999999642,0.951923728,1,0.933658421,1
12055,0.804420531,0.996895552,0.839770615,5.06E-07,0.966231823,0.725549459,0.996654868,0.673592329,0.651731908,0.258229256,0.999456942,0.945428431,0.951955736,0.769692242,0.867947817,0.692709625,0
12062,0.774769247,0.480125695,0.82802999,3.90E-08,0.713394642,0.64675045,0.891567588,0.653463125,0.976248085,0.999992609,0.848390162,0.667379379,0.745610237,0.880878925,0.927280605,0.775104582,1
12068,0.954669893,0.994238496,0.895222306,0.000977341,0.979973555,0.968631804,0.998096049,0.916827738,0.999293923,0.998410583,0.999539137,0.886558354,0.99883455,0.9483459,0.845154524,0.918897092,1
12070,0.960892618,0.909573317,0.881378055,3.26E-05,0.98899883,0.599888384,0.824312508,0.925949275,0.987029314,0.999815762,0.972316623,0.85102576,0.633645892,0.8183254,0.990727305,0.838339686,1
12093,0.999307275,0.99232167,0.946742892,1.86E-05,0.984829903,0.372546017,0.99224335,0.723356068,0.999975443,1,0.988659203,0.987834752,0.179438189,0.977383733,0.749202311,0.950887084,0
12094,0.994628251,0.079901904,0.474871367,0.074597798,0.4169541,0.168981209,0.901092887,0.632603407,0.918526828,0.869933367,0.156222239,0.985233009,0.631889999,0.676963389,0.199791774,0.400223911,1
12095,0.153052077,0.138777241,0.75483197,0.001975759,0.999991536,0.247705325,0.13610965,0.724157095,0.20696184,0.985202849,0.156851411,0.632994354,0.179476321,0.823566675,0.286071539,0.429109097,0
12102,0.153055236,0.96569556,0.667428255,6.68E-07,0.999840975,0.964650869,0.955905259,0.99821943,0.656476915,0.999999881,0.999999046,0.672535956,0.980193973,0.786507607,0.708375752,0.742939353,1
12115,0.953021944,0.843043804,0.786966324,0.504814684,0.922215104,0.991810143,0.98818922,0.992711663,0.898405135,0.440121472,0.993620574,0.982240617,0.999324918,0.854347587,0.636148393,0.73849237,1
12116,0.999965668,0.996550679,0.970191538,7.22E-05,0.999850273,0.998104572,0.998081326,0.998412848,0.999878407,0.999987602,0.999805391,0.973074317,0.999625325,0.987058818,0.999583066,0.980927646,0
12121,1,0.979161501,0.957944751,1.69E-05,0.998284876,0.999907374,0.996012688,0.9647789,0.999974012,0.999997616,0.997329831,0.999485135,0.999358594,0.95047766,0.999447167,0.967095435,1
12122,0.994167805,0.890249014,0.544960439,6.45E-06,0.87333554,0.874069631,0.988592088,0.851293445,0.996335387,1,0.999842882,0.947636724,0.935876489,0.806627393,0.943667769,0.632642329,1
12124,0.999860883,0.999697447,0.982775033,7.79E-06,0.999997616,0.997989416,1,0.999727786,1,0.999997139,0.999976873,1,0.999941349,0.998281002,0.999947906,0.998611212,1
12130,0.955326438,0.958984852,0.888475597,0.085666887,0.999983549,0.92202884,0.999991894,0.968864501,0.997621477,0.815766037,0.995555103,0.982583821,0.959108889,0.915950894,0.862876356,0.847736955,1
12131,0.999979496,0.999440014,0.990282893,0.188672528,0.999964595,0.999908447,0.999996781,0.99999249,1,0.999999046,1,1,0.999993443,0.997012138,1,0.995148718,1
12132,0.959817171,0.984302759,0.939401448,2.30E-05,0.999798834,0.991280377,0.999501586,0.993905365,0.999872088,0.999998927,0.999878407,0.923086822,0.997158289,0.967529237,0.992396772,0.968226612,1
12134,0.99956876,0.999849677,0.994246304,0.000501746,0.999913692,0.999790609,0.999992013,0.999985576,0.999997735,1,1,1,0.999998689,0.999439299,1,0.997787595,1
12137,0.999989986,0.947622478,0.960078239,1.38E-05,0.979526818,0.782429099,0.639192998,0.997520149,0.999997497,1,0.999864578,0.997930646,0.999878645,0.909947515,0.435076833,0.888174295,1
12139,0.988685071,0.994679213,0.960327983,0.000490545,0.999978662,0.99291563,0.999910474,0.999124587,0.999981999,0.999998927,0.999903083,0.9904055,0.999119341,0.984835148,0.998236775,0.980168343,1
12144,0.978782117,0.89081794,0.895138204,4.96E-05,0.980739117,0.678252637,0.97361505,0.91485846,0.978114367,0.999999881,0.985281527,0.651144028,0.949949205,0.887241185,0.947721362,0.785277128,1
12149,0.99993825,0.999944448,0.992725968,5.90E-06,0.99999094,0.999180734,0.999998689,0.999999523,0.999975562,1,1,0.998312354,0.999917865,0.996011257,0.999989867,0.998969793,1
12160,0.99996829,0.908669293,0.715401709,0.000338331,0.172692984,0.196538478,0.963237286,0.295696914,0.987701476,0.995615721,0.156271607,0.184539333,0.731701374,0.809684932,0.420396328,0.709377944,1
12169,0.996040225,0.860145271,0.893254757,8.74E-07,0.972921848,0.246379957,0.988098204,0.959598243,0.974282801,1,0.973522842,0.929465473,0.969193041,0.829918027,0.87800312,0.732332945,1
12171,0.999977708,0.844976425,0.77881366,0.000267287,0.922711372,0.992917538,0.991456091,0.975651443,0.999554932,0.999994755,0.999076843,0.880096376,0.999720156,0.887549937,0.994168639,0.911721945,1
12188,0.967314243,0.664861917,0.77862829,2.38E-05,0.938090384,0.990947247,0.999959111,0.99384588,0.999633551,1,0.999867201,0.999999046,0.999966145,0.910555065,0.985460699,0.980408907,1
12190,0.999357522,0.973043501,0.80320406,8.76E-09,0.999991536,0.995727897,0.999124825,0.99990797,0.999930143,1,0.999997973,0.999645472,0.999999166,0.960062325,0.999995828,0.957061112,1
12214,0.391828865,0.985129833,0.851827502,0.14630048,0.997091889,0.999039173,0.999708712,0.981949151,0.998803616,0.868988574,0.84238553,0.99969399,0.898135781,0.893953145,0.930532873,0.901259184,1
12218,0.999999881,0.994939923,0.973840117,0.002021427,0.694069743,0.778538227,0.968438327,0.999939561,0.999989867,1,0.999813497,0.997695029,0.378926039,0.965536952,0.813309789,0.772945881,1
12227,0.999999881,0.820917726,0.821505725,0.000450399,0.854386389,0.953646779,0.871181548,0.998884737,0.999851704,1,0.998717427,0.999217033,0.999585569,0.94558841,0.994489312,0.942551851,1
12232,0.153052106,0.719071269,0.474130809,0.006605435,0.403094798,0.752022445,0.997228444,0.956091702,0.993530214,0.9988482,0.983988225,0.692879617,0.9953565,0.624724865,0.690979183,0.579628885,1
12235,0.215414345,0.100117177,0.806282878,0.00115491,0.993857205,0.354258507,0.136109427,0.595769882,0.492261499,0.996220648,0.466803849,0.184541136,0.298643976,0.871591747,0.506765485,0.632083714,1
12243,0.946392119,0.466054767,0.635021329,4.72E-07,0.933830917,0.169011697,0.575777173,0.229984254,0.239213243,1,0.832186222,0.799807191,0.19252634,0.526196659,0.199776411,0.562114835,1
12246,0.153053105,0.130200565,0.626891017,3.96E-06,0.304577351,0.168950096,0.136123747,0.207106814,0.206135839,0.997926593,0.155940771,0.184541345,0.17945528,0.359336197,0.199783772,0.533985436,1
12247,0.153195456,0.191340402,0.699593067,0.016221497,0.320803642,0.168956026,0.264686137,0.476489455,0.206971169,0.86666584,0.455787748,0.198842242,0.179468587,0.67050308,0.199792802,0.405976921,1
12254,0.999994993,0.832409382,0.635706007,7.74E-05,0.993546784,0.798590362,0.997900486,0.999894857,0.999920607,1,0.99999547,0.999622226,0.999999166,0.935762167,0.999324083,0.928108871,0
12255,0.999466598,0.996573329,0.587303817,0.001308287,0.952441752,0.168803573,0.991445899,0.993245184,0.999125302,1,0.919105232,0.999977231,0.843181074,0.894629896,0.626229346,0.653143108,1
12262,0.999944448,0.539199293,0.964119732,0.000137309,0.999915361,0.670159638,0.244686604,0.999922156,0.989377558,0.999972224,0.999818385,0.999868274,0.487918884,0.924567997,0.996901631,0.872359872,1
